timestamp,duration,protocol,sourceIP,sourcePort,destinationIP,destinationPort,stream_ID
2012/12/01 14:29:52.714800,0.0,tcp,153.217.92.157,2849,188.116.132.25,25,3196
2012/12/01 14:29:59.266559,0.0008,udp,136.87.165.89,16313,230.72.91.222,13363,3197
2012/12/01 14:29:59.874851,0.0,tcp,153.217.92.157,2965,177.15.189.161,25,3198
2012/12/01 14:29:59.879928,0.0,tcp,153.217.92.157,2967,161.44.201.41,25,3199
2012/12/01 14:29:59.909582,0.0,tcp,153.217.92.157,2962,237.141.165.163,25,3200
2012/12/01 14:29:59.912734,0.0,tcp,153.217.92.157,2964,165.23.157.77,25,3201
2012/12/01 14:29:59.913254,0.0,tcp,153.217.92.157,2963,151.79.35.25,25,3202
2012/12/01 14:29:59.927313,0.0,tcp,153.217.92.157,2968,240.197.205.30,25,3203
2012/12/01 14:30:06.981780,0.0,tcp,153.217.92.157,2971,178.59.36.142,25,3208
2012/12/01 14:30:07.043890,0.0,tcp,153.217.92.157,2969,123.71.2.97,25,3209
2012/12/01 14:30:13.881574,0.0,tcp,153.217.92.157,3038,135.78.193.9,25,3210
2012/12/01 14:30:14.331903,0.0,tcp,153.217.92.157,3039,178.82.244.130,25,3215
2012/12/01 14:30:23.145612,2.846566,tcp,153.217.92.157,3043,202.86.226.14,25,3220
2012/12/01 14:30:35.221847,0.0,tcp,153.217.92.157,3051,163.80.105.139,25,3228
2012/12/01 14:30:35.248302,0.0,tcp,153.217.92.157,3052,138.59.25.33,25,3229
2012/12/01 14:30:42.043787,0.0,tcp,153.217.92.157,3168,125.218.11.80,25,3232
2012/12/01 14:30:42.137635,0.0,tcp,153.217.92.157,3170,234.204.13.198,25,3233
2012/12/01 14:30:48.866865,0.0,tcp,153.217.92.157,3171,128.47.9.15,25,3243
2012/12/01 14:30:48.977053,0.0,tcp,153.217.92.157,3172,221.147.85.72,25,3244
2012/12/01 14:31:15.134830,0.0,tcp,153.217.92.157,3350,195.172.40.65,25,3267
2012/12/01 14:31:15.298727,0.0,tcp,153.217.92.157,3344,143.144.46.57,25,3269
2012/12/01 14:31:29.076128,3.041721,tcp,153.217.92.157,3433,154.121.190.4,25,3279
2012/12/01 14:32:09.290099,0.0,tcp,153.217.92.157,3596,139.40.56.234,25,3308
2012/12/01 14:32:09.502229,0.0,tcp,153.217.92.157,3595,139.40.56.234,25,3309
2012/12/01 14:32:09.547440,0.0,tcp,153.217.92.157,3561,202.240.12.5,25,3310
2012/12/01 14:32:09.628883,0.0,tcp,153.217.92.157,3597,202.240.12.5,25,3312
2012/12/01 14:32:12.170189,3.107681,tcp,153.217.92.157,3605,158.131.192.190,25,3322
2012/12/01 14:32:23.487844,0.0,tcp,153.217.92.157,3609,216.238.197.192,25,3325
2012/12/01 14:32:30.027600,0.0,tcp,153.217.92.157,3722,226.55.244.126,25,3327
2012/12/01 14:32:30.145861,0.0,tcp,153.217.92.157,3725,172.173.165.171,25,3328
2012/12/01 14:32:30.148168,0.0,tcp,153.217.92.157,3719,135.78.193.9,25,3329
2012/12/01 14:32:30.229825,0.0,tcp,153.217.92.157,3720,151.161.229.3,25,3332
2012/12/01 14:32:30.327780,0.0,tcp,153.217.92.157,3723,228.59.90.9,25,3334
2012/12/01 14:32:30.534683,0.0,tcp,153.217.92.157,3721,141.56.212.12,25,3335
2012/12/01 14:32:30.664134,0.0,tcp,153.217.92.157,3726,206.156.38.171,25,3336
2012/12/01 14:32:37.964835,0.0,tcp,153.217.92.157,3728,168.109.156.6,25,3339
2012/12/01 14:33:04.119311,0.0,tcp,153.217.92.157,3961,202.86.226.14,25,3361
2012/12/01 14:33:04.227931,0.0,tcp,153.217.92.157,3964,207.26.228.192,25,3362
2012/12/01 14:33:18.168439,3.158583,tcp,153.217.92.157,3985,196.210.238.14,25,3370
2012/12/01 14:33:36.878172,0.0,tcp,153.217.92.157,4100,127.224.134.228,25,3381
2012/12/01 14:33:36.954252,0.0,tcp,153.217.92.157,4103,151.221.41.241,25,3382
2012/12/01 14:33:37.227287,0.0,tcp,153.217.92.157,4108,229.143.217.157,25,3386
2012/12/01 14:33:37.312347,0.0,tcp,153.217.92.157,4102,232.101.92.182,25,3387
2012/12/01 14:33:37.369335,0.0,tcp,153.217.92.157,4105,202.204.188.32,25,3388
2012/12/01 14:33:37.430295,0.0,tcp,153.217.92.157,4109,194.234.229.2,25,3389
2012/12/01 14:34:00.927378,0.001001,udp,178.205.8.4,25272,230.72.91.222,13363,3404
2012/12/01 14:34:32.052996,2.831346,tcp,153.217.92.157,4296,122.109.78.119,25,3425
2012/12/01 14:34:32.844404,0.216281,udp,152.69.244.45,10397,230.72.91.222,13363,3429
2012/12/01 14:34:38.345767,0.00022200000000000003,udp,153.193.91.29,51653,125.189.87.2,53,3433
2012/12/01 14:34:49.879414,0.0,tcp,153.217.92.157,4416,168.196.244.154,25,3440
2012/12/01 14:34:49.947090,0.0,tcp,153.217.92.157,4410,223.217.184.18,25,3442
2012/12/01 14:34:50.359686,0.0,tcp,153.217.92.157,4413,205.53.97.161,25,3445
2012/12/01 14:35:19.523694,0.0008089999999999999,udp,225.145.3.141,64891,230.72.91.222,13363,3464
2012/12/01 14:35:22.903006,0.0,tcp,153.217.92.157,4571,215.195.155.148,25,3465
2012/12/01 14:35:37.879899,2.9565490000000003,tcp,153.217.92.157,4657,180.113.160.102,25,3474
2012/12/01 14:35:56.864757,0.0,tcp,153.217.92.157,4778,151.161.229.3,25,3486
2012/12/01 14:35:56.864945,0.0,tcp,153.217.92.157,4782,233.10.38.4,25,3488
2012/12/01 14:35:56.865811,0.0,tcp,153.217.92.157,4786,168.109.156.6,25,3494
2012/12/01 14:35:56.866642,0.0,tcp,153.217.92.157,4785,223.228.185.2,25,3495
2012/12/01 14:35:56.866823,0.0,tcp,153.217.92.157,4784,206.156.38.171,25,3496
2012/12/01 14:36:50.985253,2.890915,tcp,153.217.92.157,1124,123.34.80.14,25,3526
2012/12/01 14:37:31.181225,3.093941,tcp,153.217.92.157,1250,153.127.18.116,25,3549
2012/12/01 14:37:49.896368,0.0,tcp,153.217.92.157,1367,135.78.193.9,25,3562
2012/12/01 14:38:13.959944,3.12183,tcp,153.217.92.157,1428,225.228.201.90,25,3589
2012/12/01 14:38:32.431328,0.0009400000000000001,udp,197.101.219.251,33783,230.72.91.222,13363,3597
2012/12/01 14:38:32.880847,0.0,tcp,153.217.92.157,1546,156.238.244.125,25,3598
2012/12/01 14:38:32.922501,0.0,tcp,153.217.92.157,1544,172.128.192.3,25,3600
2012/12/01 14:38:33.026662,0.0,tcp,153.217.92.157,1542,161.44.201.41,25,3606
2012/12/01 14:38:56.399816,3.064089,tcp,153.217.92.157,1588,123.112.50.9,25,3622
2012/12/01 14:39:14.916422,0.0,tcp,153.217.92.157,1686,239.67.49.3,25,3630
2012/12/01 14:39:14.952579,0.0,tcp,153.217.92.157,1685,229.20.65.24,25,3631
2012/12/01 14:39:14.972825,0.0,tcp,153.217.92.157,1689,202.240.12.5,25,3634
2012/12/01 14:39:42.251278,3.0446720000000003,tcp,153.217.92.157,1700,234.228.236.29,25,3664
2012/12/01 14:40:01.387566,0.0,tcp,153.217.92.157,1820,200.104.199.94,25,3681
2012/12/01 14:40:04.267118,0.0,udp,132.200.95.181,7600,199.199.194.30,44408,3683
2012/12/01 14:40:32.338249,0.000898,udp,221.220.48.5,50734,230.72.91.222,13363,3696
2012/12/01 14:40:33.929221,0.0,tcp,153.217.92.157,2061,233.160.48.43,25,3698
2012/12/01 14:40:34.197025,0.0,tcp,153.217.92.157,2054,144.138.201.81,25,3700
2012/12/01 14:40:34.367411,0.0,tcp,153.217.92.157,2055,219.175.248.147,25,3705
2012/12/01 14:40:37.802957,0.000958,udp,200.231.81.55,34193,230.72.91.222,13363,3707
2012/12/01 14:41:28.356876,0.0,tcp,153.217.92.157,2247,181.82.244.155,25,3760
2012/12/01 14:41:35.359557,0.0,tcp,153.217.92.157,2361,190.208.50.91,25,3766
2012/12/01 14:41:49.306920,0.0,tcp,153.217.92.157,2403,213.168.164.5,25,3779
2012/12/01 14:42:39.008081,0.0,tcp,153.217.92.157,2608,161.179.201.93,25,3820
2012/12/01 14:42:51.048995,0.0,tcp,153.217.92.157,2721,231.201.236.26,25,3826
2012/12/01 14:42:51.089586,0.0,tcp,153.217.92.157,2726,180.223.194.206,25,3828
2012/12/01 14:42:51.206144,0.0,tcp,153.217.92.157,2723,226.98.130.198,25,3830
2012/12/01 14:42:51.230269,0.0,tcp,153.217.92.157,2724,133.79.71.28,25,3831
2012/12/01 14:42:51.282730,0.0,tcp,153.217.92.157,2727,217.130.131.208,25,3833
2012/12/01 14:42:51.492307,0.42462799999999995,udp,225.145.3.141,64719,230.72.91.222,13363,3840
2012/12/01 14:43:05.444717,2.935516,tcp,153.217.92.157,2821,162.211.112.5,25,3846
2012/12/01 14:43:12.210272,0.0,tcp,153.217.92.157,2824,156.19.249.123,25,3851
2012/12/01 14:43:24.128337,0.0,tcp,153.217.92.157,2938,206.42.201.45,25,3855
2012/12/01 14:43:24.249720,0.0,tcp,153.217.92.157,2944,165.187.109.92,25,3859
2012/12/01 14:43:24.334460,0.0,tcp,153.217.92.157,2939,193.107.101.9,25,3863
2012/12/01 14:44:06.246069,0.0,tcp,153.217.92.157,3174,140.12.47.2,25,3901
2012/12/01 14:44:06.410319,0.0,tcp,153.217.92.157,3171,146.60.230.2,25,3902
2012/12/01 14:44:06.527855,0.0,tcp,153.217.92.157,3173,150.48.27.6,25,3904
2012/12/01 14:44:06.572861,0.0,tcp,153.217.92.157,3179,183.173.209.156,25,3905
2012/12/01 14:44:20.884899,0.0,tcp,153.217.92.157,3291,135.83.107.23,25,3909
2012/12/01 14:44:20.945117,0.0,tcp,153.217.92.157,3293,133.29.153.187,25,3910
2012/12/01 14:44:20.954877,0.0,tcp,153.217.92.157,3290,222.23.64.23,25,3911
2012/12/01 14:44:20.966429,0.0,tcp,153.217.92.157,3292,145.238.26.124,25,3912
2012/12/01 14:45:35.865677,0.0,tcp,153.217.92.157,3669,187.15.244.137,25,3978
2012/12/01 14:45:35.872740,0.0,tcp,153.217.92.157,3670,206.42.201.45,25,3980
2012/12/01 14:45:35.906660,0.0,tcp,153.217.92.157,3665,203.128.82.107,25,3982
2012/12/01 14:45:59.886456,3.0750439999999997,tcp,153.217.92.157,3743,165.35.194.94,25,3997
2012/12/01 14:47:21.611632,0.0,tcp,153.217.92.157,4153,145.152.217.12,25,4065
2012/12/01 14:49:39.468227,0.000787,udp,225.145.3.141,51899,230.72.91.222,13363,4174
2012/12/01 14:50:13.886732,0.0,tcp,153.217.92.157,4801,131.87.236.25,25,4212
2012/12/01 14:50:21.955250,0.0,tcp,153.217.92.157,4913,161.44.201.41,25,4235
2012/12/01 14:50:25.525723,0.0,tcp,205.160.68.231,20663,136.119.94.123,6611,4246
2012/12/01 14:50:43.258925,0.0,tcp,205.160.68.231,39691,215.182.94.161,32612,4270
2012/12/01 14:50:56.864764,0.0,tcp,153.217.92.157,1062,124.15.15.4,25,4284
2012/12/01 14:51:19.291370,0.000991,udp,127.41.6.132,53098,230.72.91.222,13363,4306
2012/12/01 14:51:46.336196,0.0,tcp,153.217.92.157,1360,240.206.50.59,25,4325
2012/12/01 14:51:48.873763,2.8721509999999997,tcp,153.217.92.157,1363,206.17.50.75,25,4327
2012/12/01 14:52:36.516365,2.740327,tcp,153.217.92.157,1553,182.212.105.171,25,4357
2012/12/01 14:52:55.222850,0.0,tcp,153.217.92.157,1676,154.107.244.226,25,4365
2012/12/01 14:52:55.369746,0.0,tcp,153.217.92.157,1675,173.100.152.119,25,4367
2012/12/01 14:53:28.259151,0.0,tcp,153.217.92.157,1900,239.139.245.2,25,4420
2012/12/01 14:55:14.101384,0.0,tcp,153.217.92.157,2243,167.206.147.95,25,4530
2012/12/01 14:55:14.312535,0.0,tcp,153.217.92.157,2153,235.82.188.142,25,4535
2012/12/01 14:55:14.532436,0.0,tcp,153.217.92.157,2291,188.55.236.2,25,4543
2012/12/01 14:55:31.032044,2.848703,tcp,153.217.92.157,2299,179.96.93.192,25,4552
2012/12/01 14:55:56.865764,0.0,tcp,153.217.92.157,2416,161.44.201.41,25,4572
2012/12/01 14:55:56.866158,0.0,tcp,153.217.92.157,2389,129.40.124.205,25,4573
2012/12/01 14:55:57.115784,0.0,tcp,153.217.92.157,2426,161.44.201.41,25,4577
2012/12/01 14:55:57.136256,0.0,tcp,153.217.92.157,2423,188.55.236.2,25,4578
2012/12/01 14:55:57.139661,0.0,tcp,153.217.92.157,2427,128.55.87.100,25,4579
2012/12/01 14:55:57.152055,0.0,tcp,153.217.92.157,2390,216.10.110.212,25,4580
2012/12/01 14:55:57.168502,0.0,tcp,153.217.92.157,2372,188.55.236.2,25,4581
2012/12/01 14:55:57.212012,0.0,tcp,153.217.92.157,2424,129.40.124.205,25,4583
2012/12/01 14:56:46.046036,0.0,tcp,153.217.92.157,2607,174.197.242.182,25,4602
2012/12/01 14:56:46.079800,0.0,tcp,153.217.92.157,2605,187.12.67.74,25,4603
2012/12/01 14:56:46.096164,0.0,tcp,153.217.92.157,2602,231.223.194.25,25,4604
2012/12/01 14:56:46.252609,0.0,tcp,153.217.92.157,2606,198.140.18.30,25,4608
2012/12/01 14:57:17.220616,0.0,udp,164.46.15.71,55708,237.225.92.235,5060,4627
2012/12/01 14:57:19.291190,0.0,tcp,153.217.92.157,2776,145.102.77.89,25,4634
2012/12/01 14:57:19.313540,0.0,tcp,153.217.92.157,2777,176.23.8.101,25,4636
2012/12/01 14:57:40.507281,0.0,tcp,153.217.92.157,2850,194.86.246.115,25,4653
2012/12/01 14:57:51.888137,0.0,tcp,153.217.92.157,2967,215.209.160.141,25,4654
2012/12/01 14:57:52.050152,0.0,tcp,153.217.92.157,2963,164.57.201.97,25,4657
2012/12/01 14:57:52.089704,0.0,tcp,153.217.92.157,2962,144.138.201.81,25,4658
2012/12/01 14:57:52.171859,0.0,tcp,153.217.92.157,2969,159.131.28.33,25,4659
2012/12/01 14:58:05.995019,0.0,tcp,153.217.92.157,3016,123.93.77.87,25,4666
2012/12/01 14:58:26.881926,0.0,tcp,153.217.92.157,3029,190.175.62.119,25,4689
2012/12/01 14:58:27.046014,0.0,tcp,153.217.92.157,3032,186.145.149.231,25,4691
2012/12/01 14:58:27.162613,0.0,tcp,153.217.92.157,3033,163.80.105.139,25,4693
2012/12/01 14:58:27.256307,0.0,tcp,153.217.92.157,3030,124.186.181.18,25,4694
2012/12/01 14:58:34.161665,0.0,tcp,153.217.92.157,3144,134.108.97.125,25,4697
2012/12/01 14:58:41.866289,0.0,tcp,153.217.92.157,3149,134.108.97.125,25,4702
2012/12/01 14:58:55.386020,0.0,tcp,153.217.92.157,3159,195.124.60.182,25,4714
2012/12/01 14:59:09.917330,0.0,tcp,153.217.92.157,3187,205.69.165.81,25,4722
2012/12/01 14:59:23.898258,0.0,tcp,153.217.92.157,3325,167.206.147.95,25,4727
2012/12/01 14:59:23.908623,0.0,tcp,153.217.92.157,3303,167.206.147.95,25,4728
2012/12/01 14:59:45.194502,0.0,tcp,153.217.92.157,3458,146.126.230.4,25,4753
2012/12/01 14:59:45.443120,0.0,tcp,153.217.92.157,3454,206.111.136.5,25,4759
2012/12/01 15:00:28.082981,0.0,tcp,153.217.92.157,3652,143.129.74.193,25,4783
2012/12/01 15:00:28.209571,0.0,tcp,153.217.92.157,3653,135.173.249.74,25,4785
2012/12/01 15:01:43.864216,0.0,tcp,153.217.92.157,4047,226.44.50.51,25,4832
2012/12/01 15:01:43.869431,0.0,tcp,153.217.92.157,4043,226.22.50.107,25,4833
2012/12/01 15:01:43.887503,0.0,tcp,153.217.92.157,4044,177.240.52.14,25,4834
2012/12/01 15:02:17.128966,3.091438,tcp,153.217.92.157,4207,196.157.87.108,25,4862
2012/12/01 15:02:57.102669,0.0,tcp,153.217.92.157,4283,182.212.105.171,25,4882
2012/12/01 15:02:57.166705,0.0,tcp,153.217.92.157,4282,220.209.105.155,25,4885
2012/12/01 15:03:11.733744,2.916673,tcp,153.217.92.157,4378,227.216.228.34,25,4900
2012/12/01 15:03:29.955776,0.0,tcp,153.217.92.157,4504,135.173.249.74,25,4905
2012/12/01 15:03:30.179560,0.0,tcp,153.217.92.157,4498,167.206.147.95,25,4912
2012/12/01 15:03:30.220183,0.0,tcp,153.217.92.157,4506,172.154.157.216,25,4914
2012/12/01 15:03:44.138789,0.0,tcp,153.217.92.157,4562,148.86.80.16,25,4921
2012/12/01 15:04:12.941019,0.0,tcp,153.217.92.157,4697,185.190.97.133,25,4947
2012/12/01 15:04:19.966552,0.0,tcp,153.217.92.157,4698,217.136.14.193,25,4948
2012/12/01 15:04:20.006572,0.0,tcp,153.217.92.157,4700,153.130.184.39,25,4949
2012/12/01 15:04:20.078401,0.0,tcp,153.217.92.157,4699,195.145.160.73,25,4950
2012/12/01 15:04:33.900903,0.0,tcp,153.217.92.157,4797,137.87.80.24,25,4960
2012/12/01 15:04:45.883144,0.0,tcp,153.217.92.157,4911,224.73.9.37,25,4971
2012/12/01 15:04:45.907131,0.0,tcp,153.217.92.157,4910,156.54.100.29,25,4972
2012/12/01 15:04:45.953623,0.0,tcp,153.217.92.157,4914,198.46.50.50,25,4974
2012/12/01 15:04:45.957950,0.0,tcp,153.217.92.157,4915,129.40.124.205,25,4975
2012/12/01 15:05:52.066164,0.0,tcp,153.217.92.157,1300,145.220.103.182,25,5030
2012/12/01 15:06:24.884532,0.0,tcp,153.217.92.157,1521,195.147.176.191,25,5049
2012/12/01 15:06:25.026231,0.0,tcp,153.217.92.157,1517,190.205.231.33,25,5054
2012/12/01 15:07:28.221204,0.0,tcp,153.217.92.157,1560,135.48.74.197,25,5076
2012/12/01 15:07:35.382441,0.0,tcp,153.217.92.157,1672,175.35.129.122,25,5085
2012/12/01 15:08:08.363893,0.0,tcp,153.217.92.157,1858,218.126.201.113,25,5116
2012/12/01 15:09:04.869007,0.0,tcp,153.217.92.157,2065,199.128.205.5,25,5138
2012/12/01 15:09:04.869226,0.0,tcp,153.217.92.157,2060,213.95.8.10,25,5139
2012/12/01 15:09:04.870483,0.0,tcp,153.217.92.157,2063,229.191.19.85,25,5140
2012/12/01 15:09:04.870803,0.0,tcp,153.217.92.157,2059,217.86.244.143,25,5141
2012/12/01 15:09:04.871173,0.0,tcp,153.217.92.157,2058,204.63.97.125,25,5142
2012/12/01 15:09:04.871917,0.0,tcp,153.217.92.157,2062,181.206.78.57,25,5143
